v8-version,10,2,154,26,-node.26,0
v8-platform,macos,macos
shared-library,/usr/local/bin/node,0x102984000,0x103ce4934,43515904
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x182876010,0x182a640f4,37601280
shared-library,/usr/lib/libobjc.A.dylib,0x182445c00,0x1824826ac,37601280
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x185ec81bc,0x185effbc0,37601280
shared-library,/System/Library/Frameworks/Foundation.framework/Versions/C/Foundation,0x1839a03b0,0x1842472c0,37601280
shared-library,/usr/lib/liboah.dylib,0x18f039614,0x18f03ecb0,37601280
shared-library,/usr/lib/libfakelink.dylib,0x18f06d468,0x18f06eb80,37601280
shared-library,/usr/lib/libicucore.A.dylib,0x1858fea8c,0x185b4c3e0,37601280
shared-library,/usr/lib/libSystem.B.dylib,0x18f06a504,0x18f06aafc,37601280
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x18f06fbbc,0x18f06fe50,37601280
shared-library,/usr/lib/libc++abi.dylib,0x1827bc5d0,0x1827cfb7c,37601280
shared-library,/usr/lib/libc++.1.dylib,0x182732370,0x1827935f4,37601280
shared-library,/usr/lib/system/libcache.dylib,0x18f0645e0,0x18f067370,37601280
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x18f0205fc,0x18f02b9d4,37601280
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x18f04a980,0x18f04d834,37601280
shared-library,/usr/lib/system/libcopyfile.dylib,0x18f04154c,0x18f047f20,37601280
shared-library,/usr/lib/system/libcorecrypto.dylib,0x182590780,0x18260d4dc,37601280
shared-library,/usr/lib/system/libdispatch.dylib,0x1826652a0,0x1826a1d40,37601280
shared-library,/usr/lib/system/libdyld.dylib,0x18281bfc0,0x18283e05c,37601280
shared-library,/usr/lib/system/libkeymgr.dylib,0x18f059760,0x18f059e48,37601280
shared-library,/usr/lib/system/libmacho.dylib,0x18effa5ac,0x18effe87c,37601280
shared-library,/usr/lib/system/libquarantine.dylib,0x18e594b90,0x18e596ba8,37601280
shared-library,/usr/lib/system/libremovefile.dylib,0x18f057304,0x18f058c08,37601280
shared-library,/usr/lib/system/libsystem_asl.dylib,0x187edd3c4,0x187ef2010,37601280
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x1825299a8,0x18252c8d8,37601280
shared-library,/usr/lib/system/libsystem_c.dylib,0x1826af3b0,0x1827252a0,37601280
shared-library,/usr/lib/system/libsystem_collections.dylib,0x18f04e87c,0x18f052960,37601280
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x18d872558,0x18d875708,37601280
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x18c8f7cc4,0x18c919e70,37601280
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x18ec9b08c,0x18ec9f0d8,37601280
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x185bb8558,0x185bbf170,37601280
shared-library,/usr/lib/system/libsystem_darwindirectory.dylib,0x221cf6db0,0x221cf9268,37601280
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x18f05adc0,0x18f060f40,37601280
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x1826abc80,0x1826ada28,37601280
shared-library,/usr/lib/system/libsystem_info.dylib,0x182848888,0x18286f2d0,37601280
shared-library,/usr/lib/system/libsystem_m.dylib,0x18efbd240,0x18efe3f18,37601280
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x18262e310,0x18265c2a0,37601280
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x187e4d504,0x187e61740,37601280
shared-library,/usr/lib/system/libsystem_notify.dylib,0x18602a110,0x186038b40,37601280
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x18d876e5c,0x18d87afa0,37601280
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x18f053acc,0x18f0552c0,37601280
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x1827d4440,0x182806fac,37601280
shared-library,/usr/lib/system/libsystem_platform.dylib,0x182840a00,0x182846448,37601280
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x18280eb90,0x1828198f0,37601280
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x1898946e4,0x18989a2ac,37601280
shared-library,/usr/lib/system/libsystem_trace.dylib,0x1825754b8,0x18258ba78,37601280
shared-library,/usr/lib/system/libunwind.dylib,0x18f031aa8,0x18f0373c0,37601280
shared-library,/usr/lib/system/libxpc.dylib,0x18252e3e0,0x182567ea0,37601280
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x185f497d4,0x186000de8,37601280
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x1965e2fc0,0x1965e2fc0,37601280
shared-library,/usr/lib/libDiagnosticMessagesClient.dylib,0x18a4b0e80,0x18a4b1ad8,37601280
shared-library,/usr/lib/libenergytrace.dylib,0x187e676a4,0x187e67d28,37601280
shared-library,/usr/lib/libbsm.0.dylib,0x18e5bc3cc,0x18e5cad40,37601280
shared-library,/usr/lib/libz.1.dylib,0x18efada40,0x18efb9168,37601280
shared-library,/usr/lib/system/libkxld.dylib,0x18f003140,0x18f01da74,37601280
shared-library,/System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork,0x187a7c834,0x187cfb728,37601280
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/FSEvents,0x18b03ac88,0x18b044d80,37601280
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore,0x185bc3de8,0x185cb3810,37601280
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Metadata,0x18a4fad10,0x18a57caa8,37601280
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/OSServices.framework/Versions/A/OSServices,0x18eca0d94,0x18eccae38,37601280
